ProductId,Product,Category,Brand,Price,Rating,Reviews,,,,,
P0091,Dell Inspiron 3501,Computers,Dell,14164.14,2.01,969,,,,,
P0092,Bluetooth Headset,Accessories,JBL,1603.38,3.61,3419,,,,,
P0093,HP Pavilion Laptop,Computers,HP,2604.4,3.07,2237,,,,,
P0094,Smartwatch FitPro,Wearables,FitPro,8923.17,1.63,504,,,,,
P0095,Smartwatch FitPro,Wearables,FitPro,6220.11,1.76,1992,,,,,
P0096,Xiaomi Redmi Note 12,Electronics,Xiaomi,3129.59,3.73,741,,,,,
P0097,Samsung Galaxy A14,Electronics,Samsung,358.74,1.97,4382,,,,,
P0098,Samsung Galaxy A14,Electronics,Samsung,18847.29,2.99,3252,,,,,
P0099,Smartwatch FitPro,Wearables,FitPro,6558.5,1.01,1446,,,,,
P0100,T-shirt Cotton,Fashion,Generic,17649.86,3.88,1667,,,,,
P0101,Xiaomi Redmi Note 12,Electronics,Xiaomi,9543.53,1.8,2183,,,,,
P0102,Adidas Running Shoes,Fashion,Adidas,12553.72,4.03,3718,,,,,
P0103,Smartwatch FitPro,Wearables,FitPro,2784.77,4.92,3568,,,,,
P0104,HP Pavilion Laptop,Computers,HP,19025.43,1.54,1385,,,,,
P0105,Bluetooth Headset,Accessories,JBL,18642.22,4.33,1641,,,,,
P0106,Bluetooth Headset,Accessories,JBL,15360.28,2.51,1082,,,,,
P0107,iPhone 13,Electronics,Apple,8008.52,2.97,951,,,,,
P0108,Adidas Running Shoes,Fashion,Adidas,4120.36,3.97,3836,,,,,
P0109,Samsung Galaxy A14,Electronics,Samsung,8125.12,1.71,2684,,,,,
P0110,HP Pavilion Laptop,Computers,HP,7572.32,3.62,3468,,,,,
P0111,iPhone 13,Electronics,Apple,8188.88,3.45,1119,,,,,
P0112,Xiaomi Redmi Note 12,Electronics,Xiaomi,459.64,3.74,381,,,,,
P0113,Samsung Galaxy A14,Electronics,Samsung,269.18,2.46,3168,,,,,
P0114,HP Pavilion Laptop,Computers,HP,2071.32,3.9,4771,,,,,
P0115,Samsung Galaxy A14,Electronics,Samsung,5317.74,1.87,1596,,,,,
P0116,Adidas Running Shoes,Fashion,Adidas,17786.64,1.94,3216,,,,,
P0117,Adidas Running Shoes,Fashion,Adidas,18219.13,4.81,390,,,,,
P0118,Dell Inspiron 3501,Computers,Dell,12941.86,2.33,2527,,,,,
P0119,Bluetooth Headset,Accessories,JBL,8397.24,4.6,3546,,,,,
P0120,Smartwatch FitPro,Wearables,FitPro,11119.45,2.88,2220,,,,,
P0121,Dell Inspiron 3501,Computers,Dell,912.15,2.42,3827,,,,,
P0122,T-shirt Cotton,Fashion,Generic,3352.72,1.47,698,,,,,
P0123,HP Pavilion Laptop,Computers,HP,9574.21,4.99,1678,,,,,
P0124,Nike Air Max,Fashion,Nike,17035.28,4.64,571,,,,,
P0125,Nike Air Max,Fashion,Nike,2582.44,3.82,4296,,,,,
P0126,Bluetooth Headset,Accessories,JBL,16774.22,4.85,766,,,,,
P0127,Adidas Running Shoes,Fashion,Adidas,1178.25,2.24,4167,,,,,
P0128,HP Pavilion Laptop,Computers,HP,10953.53,1.78,3621,,,,,
P0129,Xiaomi Redmi Note 12,Electronics,Xiaomi,9516.21,3.89,229,,,,,
P0130,Xiaomi Redmi Note 12,Electronics,Xiaomi,10082.76,3.53,3577,,,,,
P0131,Dell Inspiron 3501,Computers,Dell,15389.49,4.71,225,,,,,
P0132,HP Pavilion Laptop,Computers,HP,15054.63,2.29,212,,,,,
P0133,Adidas Running Shoes,Fashion,Adidas,17344.22,4.5,4390,,,,,
P0134,Adidas Running Shoes,Fashion,Adidas,3563.05,4.64,2442,,,,,
P0135,Adidas Running Shoes,Fashion,Adidas,17832.84,3.86,596,,,,,
P0136,HP Pavilion Laptop,Computers,HP,18294.37,4.54,4734,,,,,
P0137,HP Pavilion Laptop,Computers,HP,13555.2,4.33,4809,,,,,
P0138,Samsung Galaxy A14,Electronics,Samsung,10513.34,3.89,3265,,,,,
P0139,Bluetooth Headset,Accessories,JBL,16569.6,3.71,1008,,,,,
P0140,iPhone 13,Electronics,Apple,4358.05,1.38,1933,,,,,
P0141,Xiaomi Redmi Note 12,Electronics,Xiaomi,10373.7,4.74,1044,,,,,
P0142,Bluetooth Headset,Accessories,JBL,425.23,3.1,2441,,,,,
P0143,Bluetooth Headset,Accessories,JBL,8713.46,1.2,209,,,,,
P0144,Xiaomi Redmi Note 12,Electronics,Xiaomi,3092.83,4.71,3811,,,,,
P0145,Bluetooth Headset,Accessories,JBL,15434.38,4.47,4246,,,,,
P0146,Dell Inspiron 3501,Computers,Dell,6983.31,1.23,1500,,,,,
P0147,T-shirt Cotton,Fashion,Generic,3964.13,2.95,758,,,,,
P0148,Bluetooth Headset,Accessories,JBL,5830.08,2.25,31,,,,,
P0149,Xiaomi Redmi Note 12,Electronics,Xiaomi,15019.37,4.7,757,,,,,
P0150,Samsung Galaxy A14,Electronics,Samsung,1128.05,4.59,213,,,,,
P0151,HP Pavilion Laptop,Computers,HP,19703.54,3.27,4255,,,,,
P0152,Adidas Running Shoes,Fashion,Adidas,6654.77,4.62,766,,,,,
P0153,Adidas Running Shoes,Fashion,Adidas,4081.63,4.36,1562,,,,,
P0154,Adidas Running Shoes,Fashion,Adidas,13224.65,3.82,4050,,,,,
P0155,Bluetooth Headset,Accessories,JBL,4003.94,4.16,3565,,,,,
P0156,Samsung Galaxy A14,Electronics,Samsung,13243.22,3.4,3233,,,,,
P0157,Samsung Galaxy A14,Electronics,Samsung,5594.32,2.32,1537,,,,,
P0158,T-shirt Cotton,Fashion,Generic,816.2,4.54,3541,,,,,
P0159,Xiaomi Redmi Note 12,Electronics,Xiaomi,18802.41,4.49,1979,,,,,
P0160,HP Pavilion Laptop,Computers,HP,9759.38,2.1,1765,,,,,
P0161,Samsung Galaxy A14,Electronics,Samsung,11172.49,4.38,4830,,,,,
P0162,Dell Inspiron 3501,Computers,Dell,18763.55,3.58,808,,,,,
P0163,Smartwatch FitPro,Wearables,FitPro,3815.32,3.34,1954,,,,,
P0164,Samsung Galaxy A14,Electronics,Samsung,4144.58,3.97,4557,,,,,
P0165,Dell Inspiron 3501,Computers,Dell,5591.69,2.58,4293,,,,,
P0166,iPhone 13,Electronics,Apple,16855.68,2.59,1749,,,,,
P0167,Bluetooth Headset,Accessories,JBL,9869.53,4.27,79,,,,,
P0168,Samsung Galaxy A14,Electronics,Samsung,13646.15,4.24,2638,,,,,
P0169,Nike Air Max,Fashion,Nike,8140.53,2.31,3972,,,,,
P0170,Nike Air Max,Fashion,Nike,4310.63,1.78,3311,,,,,
P0171,Nike Air Max,Fashion,Nike,11982.84,2.99,2887,,,,,
P0172,Smartwatch FitPro,Wearables,FitPro,9065.42,3.98,2575,,,,,
P0173,Bluetooth Headset,Accessories,JBL,18705.82,1.9,4321,,,,,
P0174,iPhone 13,Electronics,Apple,2903.55,1.03,1132,,,,,
P0175,Nike Air Max,Fashion,Nike,19212.24,3.82,3515,,,,,
P0176,T-shirt Cotton,Fashion,Generic,14572.72,1,398,,,,,
P0177,HP Pavilion Laptop,Computers,HP,17068.37,4.4,4481,,,,,
P0178,iPhone 13,Electronics,Apple,15494.89,3.92,216,,,,,
P0179,T-shirt Cotton,Fashion,Generic,15204.36,4.68,1259,,,,,
P0180,T-shirt Cotton,Fashion,Generic,11422.05,2.29,2750,,,,,
P0181,T-shirt Cotton,Fashion,Generic,10811.24,2.26,2671,,,,,
P0182,Adidas Running Shoes,Fashion,Adidas,3783.73,4.21,1064,,,,,
P0183,Nike Air Max,Fashion,Nike,5063.71,4.32,62,,,,,
P0184,Xiaomi Redmi Note 12,Electronics,Xiaomi,3667.22,1.95,4730,,,,,
P0185,Xiaomi Redmi Note 12,Electronics,Xiaomi,4520.58,1.99,2854,,,,,
P0186,HP Pavilion Laptop,Computers,HP,10944.66,3.32,3404,,,,,
P0187,iPhone 13,Electronics,Apple,7164.15,3.64,1774,,,,,
P0188,Samsung Galaxy A14,Electronics,Samsung,7141.58,3.64,2773,,,,,
P0189,Bluetooth Headset,Accessories,JBL,7070.15,3.65,2089,,,,,
P0190,Samsung Galaxy A14,Electronics,Samsung,2258.04,4.03,3749,,,,,
P0191,Adidas Running Shoes,Fashion,Adidas,1018,2.69,598,,,,,
P0192,Adidas Running Shoes,Fashion,Adidas,16575.35,4.48,372,,,,,
P0193,Bluetooth Headset,Accessories,JBL,19772.85,1.16,3234,,,,,
P0194,Dell Inspiron 3501,Computers,Dell,4941.81,2.88,1214,,,,,
P0195,T-shirt Cotton,Fashion,Generic,11811.63,4.88,3698,,,,,
P0196,Smartwatch FitPro,Wearables,FitPro,6402.17,4.98,2247,,,,,
P0197,Smartwatch FitPro,Wearables,FitPro,19852.76,2.21,1341,,,,,
P0198,T-shirt Cotton,Fashion,Generic,11547.96,2.24,1394,,,,,
P0199,Xiaomi Redmi Note 12,Electronics,Xiaomi,11678.62,2.79,160,,,,,
P0200,Bluetooth Headset,Accessories,JBL,12591.67,1.32,655,,,,,
P0201,Samsung Galaxy A14,Electronics,Samsung,16574.13,1.26,3641,,,,,
P0202,T-shirt Cotton,Fashion,Generic,14808.65,4.92,1511,,,,,
P0203,HP Pavilion Laptop,Computers,HP,6882.75,3.7,4073,,,,,
P0204,Smartwatch FitPro,Wearables,FitPro,17609.55,4.76,1162,,,,,
P0205,iPhone 13,Electronics,Apple,15832.54,4.91,3753,,,,,
P0206,Dell Inspiron 3501,Computers,Dell,5920.8,4.14,3065,,,,,
P0207,Bluetooth Headset,Accessories,JBL,9725.77,4.9,2431,,,,,
P0208,Bluetooth Headset,Accessories,JBL,11305.18,4.73,3975,,,,,
P0209,Dell Inspiron 3501,Computers,Dell,4760.86,1.01,2717,,,,,
P0210,Smartwatch FitPro,Wearables,FitPro,11259.08,4.35,925,,,,,
P0211,Smartwatch FitPro,Wearables,FitPro,17811.95,4.7,2682,,,,,
P0212,Nike Air Max,Fashion,Nike,5956.97,4.18,4905,,,,,
P0213,Nike Air Max,Fashion,Nike,2547.77,1.38,4752,,,,,
P0214,iPhone 13,Electronics,Apple,15258.29,3.74,2427,,,,,
P0215,Samsung Galaxy A14,Electronics,Samsung,12359.28,3.74,1841,,,,,
P0216,Xiaomi Redmi Note 12,Electronics,Xiaomi,3720.33,3.96,4609,,,,,
P0217,Xiaomi Redmi Note 12,Electronics,Xiaomi,1741.6,4.73,3626,,,,,
P0218,iPhone 13,Electronics,Apple,13390.76,3.15,4892,,,,,
P0219,HP Pavilion Laptop,Computers,HP,9957.25,3.33,581,,,,,
P0220,Smartwatch FitPro,Wearables,FitPro,3373.56,1.64,2431,,,,,
P0221,Smartwatch FitPro,Wearables,FitPro,15325.33,4.48,437,,,,,
P0222,iPhone 13,Electronics,Apple,14632.09,3.65,3614,,,,,
P0223,Bluetooth Headset,Accessories,JBL,18331.51,1.1,3047,,,,,
P0224,Bluetooth Headset,Accessories,JBL,8611.48,2.35,1234,,,,,
P0225,iPhone 13,Electronics,Apple,9120.28,3.49,3953,,,,,
P0226,Smartwatch FitPro,Wearables,FitPro,17738.69,4.67,2465,,,,,
P0227,Adidas Running Shoes,Fashion,Adidas,6336.78,3.8,364,,,,,
P0228,iPhone 13,Electronics,Apple,17652.06,1.06,4460,,,,,
P0229,Samsung Galaxy A14,Electronics,Samsung,9154,4.79,1745,,,,,
P0230,Xiaomi Redmi Note 12,Electronics,Xiaomi,1408.94,3.65,3784,,,,,
P0231,Samsung Galaxy A14,Electronics,Samsung,5782.53,2.85,3476,,,,,
P0232,Adidas Running Shoes,Fashion,Adidas,17208.74,1.29,1399,,,,,
P0233,Bluetooth Headset,Accessories,JBL,3348.83,4.78,2796,,,,,
P0234,Dell Inspiron 3501,Computers,Dell,16348.42,3.96,3973,,,,,
P0235,Bluetooth Headset,Accessories,JBL,3383.51,3.5,4453,,,,,
P0236,iPhone 13,Electronics,Apple,7502.69,1.06,1212,,,,,
P0237,HP Pavilion Laptop,Computers,HP,9309.31,4.97,2390,,,,,
P0238,HP Pavilion Laptop,Computers,HP,7187.55,2.09,3397,,,,,
P0239,Bluetooth Headset,Accessories,JBL,11996.17,3.75,2725,,,,,
P0240,Samsung Galaxy A14,Electronics,Samsung,12041.72,4.45,1597,,,,,
P0241,Dell Inspiron 3501,Computers,Dell,2227.34,4.75,1649,,,,,
P0242,Samsung Galaxy A14,Electronics,Samsung,13692.53,4.45,2301,,,,,
P0243,Dell Inspiron 3501,Computers,Dell,2258.84,2.24,4867,,,,,
P0244,T-shirt Cotton,Fashion,Generic,619.04,1.52,359,,,,,
P0245,T-shirt Cotton,Fashion,Generic,9249.34,2.76,3530,,,,,
P0246,Adidas Running Shoes,Fashion,Adidas,3051.34,3.78,2073,,,,,
P0247,Dell Inspiron 3501,Computers,Dell,8458.06,2.34,137,,,,,
P0248,Dell Inspiron 3501,Computers,Dell,7200.36,2.56,3382,,,,,
P0249,iPhone 13,Electronics,Apple,9932.89,1.97,3953,,,,,
P0250,iPhone 13,Electronics,Apple,19134.64,4.48,2275,,,,,
P0251,Bluetooth Headset,Accessories,JBL,3948.53,4.47,4176,,,,,
P0252,Smartwatch FitPro,Wearables,FitPro,10842.37,1.28,4287,,,,,
P0253,Smartwatch FitPro,Wearables,FitPro,4860.08,1.19,1105,,,,,
P0254,T-shirt Cotton,Fashion,Generic,3928.58,3.17,3350,,,,,
P0255,Bluetooth Headset,Accessories,JBL,10531.86,2.03,4340,,,,,
P0256,Xiaomi Redmi Note 12,Electronics,Xiaomi,18234.36,4.86,3768,,,,,
P0257,HP Pavilion Laptop,Computers,HP,3800.17,4.23,1325,,,,,
P0258,Smartwatch FitPro,Wearables,FitPro,13409.13,1.86,1168,,,,,
P0259,Samsung Galaxy A14,Electronics,Samsung,9011.19,1.99,838,,,,,
P0260,T-shirt Cotton,Fashion,Generic,18094.91,2.62,2659,,,,,
P0261,Dell Inspiron 3501,Computers,Dell,19923.16,1.56,2230,,,,,
P0262,T-shirt Cotton,Fashion,Generic,17113.45,1.58,139,,,,,
P0263,Nike Air Max,Fashion,Nike,14313.63,4.75,3722,,,,,
P0264,Nike Air Max,Fashion,Nike,14809.18,3.18,4774,,,,,
P0265,Bluetooth Headset,Accessories,JBL,18290.17,3.98,1961,,,,,
P0266,Bluetooth Headset,Accessories,JBL,15588.91,4.37,4727,,,,,
P0267,Adidas Running Shoes,Fashion,Adidas,10506.9,1.29,115,,,,,
P0268,Bluetooth Headset,Accessories,JBL,10753.1,2.63,1840,,,,,
P0269,Dell Inspiron 3501,Computers,Dell,7238.02,2.56,2061,,,,,
P0270,Xiaomi Redmi Note 12,Electronics,Xiaomi,9267.52,1.89,857,,,,,
P0271,Xiaomi Redmi Note 12,Electronics,Xiaomi,17521.48,2.68,1968,,,,,
P0272,Samsung Galaxy A14,Electronics,Samsung,17023.76,3.65,2343,,,,,
P0273,HP Pavilion Laptop,Computers,HP,12853.49,1.25,2056,,,,,
P0274,Nike Air Max,Fashion,Nike,17660.77,4.04,3836,,,,,
P0275,Xiaomi Redmi Note 12,Electronics,Xiaomi,9607.45,1.53,2115,,,,,
P0276,Samsung Galaxy A14,Electronics,Samsung,8661.86,3.95,4134,,,,,
P0277,Dell Inspiron 3501,Computers,Dell,113.55,1.88,4056,,,,,
P0278,iPhone 13,Electronics,Apple,806.86,1.97,1734,,,,,
P0279,HP Pavilion Laptop,Computers,HP,3995.12,4.08,968,,,,,
P0280,Bluetooth Headset,Accessories,JBL,12784.54,2.66,2954,,,,,
P0281,Samsung Galaxy A14,Electronics,Samsung,9514.76,1.22,2449,,,,,
P0282,Samsung Galaxy A14,Electronics,Samsung,2334.8,2.01,3101,,,,,
P0283,Smartwatch FitPro,Wearables,FitPro,2094.97,2.63,4115,,,,,
P0284,Bluetooth Headset,Accessories,JBL,18524.83,3.55,3852,,,,,
P0285,HP Pavilion Laptop,Computers,HP,3214.88,1.41,2487,,,,,
P0286,iPhone 13,Electronics,Apple,12262.74,4.03,1379,,,,,
P0287,Samsung Galaxy A14,Electronics,Samsung,17175.56,2.04,3230,,,,,
P0288,HP Pavilion Laptop,Computers,HP,3819.06,4.41,565,,,,,
P0289,Xiaomi Redmi Note 12,Electronics,Xiaomi,11829.61,2.85,4174,,,,,
P0290,Xiaomi Redmi Note 12,Electronics,Xiaomi,14598.17,2.94,4204,,,,,
P0291,iPhone 13,Electronics,Apple,13950.41,2.98,2554,,,,,
P0292,iPhone 13,Electronics,Apple,16949.92,4.61,89,,,,,
P0293,HP Pavilion Laptop,Computers,HP,12267.61,3.28,4273,,,,,
P0294,Samsung Galaxy A14,Electronics,Samsung,11541.02,3.28,2623,,,,,
P0295,iPhone 13,Electronics,Apple,1473.5,3.05,3929,,,,,
P0296,Samsung Galaxy A14,Electronics,Samsung,3830.2,4.51,3395,,,,,
P0297,T-shirt Cotton,Fashion,Generic,10934.94,1.18,1245,,,,,
P0298,Adidas Running Shoes,Fashion,Adidas,3951.31,2.8,1560,,,,,
P0299,T-shirt Cotton,Fashion,Generic,13794.76,3.48,769,,,,,
P0300,iPhone 13,Electronics,Apple,9791.67,2.69,2379,,,,,
P0301,Dell Inspiron 3501,Computers,Dell,18013.14,2.71,2275,,,,,
P0302,iPhone 13,Electronics,Apple,4411.57,3.83,1159,,,,,
P0303,Bluetooth Headset,Accessories,JBL,11879.15,2.97,1211,,,,,
P0304,Dell Inspiron 3501,Computers,Dell,10134.3,2.52,1212,,,,,
P0305,Nike Air Max,Fashion,Nike,11319.16,1.74,4506,,,,,
P0306,Adidas Running Shoes,Fashion,Adidas,10554.4,3.67,3020,,,,,
P0307,Smartwatch FitPro,Wearables,FitPro,6270.53,2.36,4692,,,,,
P0308,Dell Inspiron 3501,Computers,Dell,5446.73,1.7,2104,,,,,
P0309,Samsung Galaxy A14,Electronics,Samsung,16012.01,3.26,3027,,,,,
P0310,Smartwatch FitPro,Wearables,FitPro,7448.45,4.44,4746,,,,,
P0311,T-shirt Cotton,Fashion,Generic,16909.71,3.93,34,,,,,
P0312,HP Pavilion Laptop,Computers,HP,9408.66,1.91,566,,,,,
P0313,iPhone 13,Electronics,Apple,3529.62,3.73,804,,,,,
P0314,Bluetooth Headset,Accessories,JBL,13429.1,2.86,3290,,,,,
P0315,iPhone 13,Electronics,Apple,4688.59,3.67,3258,,,,,
P0316,HP Pavilion Laptop,Computers,HP,10150.9,4.45,1184,,,,,
P0317,T-shirt Cotton,Fashion,Generic,3778.65,3.12,445,,,,,
P0318,HP Pavilion Laptop,Computers,HP,19158.31,2.43,4628,,,,,
P0319,HP Pavilion Laptop,Computers,HP,18693.85,1.3,3828,,,,,
P0320,Xiaomi Redmi Note 12,Electronics,Xiaomi,7361.8,3,4779,,,,,
P0321,Dell Inspiron 3501,Computers,Dell,8305.08,4.8,982,,,,,
P0322,Nike Air Max,Fashion,Nike,11441.73,3.26,23,,,,,
P0323,Adidas Running Shoes,Fashion,Adidas,10229.26,4.25,2798,,,,,
P0324,Adidas Running Shoes,Fashion,Adidas,8400.87,1.77,4425,,,,,
P0325,Smartwatch FitPro,Wearables,FitPro,10137.11,1.81,2640,,,,,
P0326,Smartwatch FitPro,Wearables,FitPro,9632.51,3.95,4259,,,,,
P0327,Samsung Galaxy A14,Electronics,Samsung,2032.29,2.94,2834,,,,,
P0328,HP Pavilion Laptop,Computers,HP,9412.45,2.54,2003,,,,,
P0329,Xiaomi Redmi Note 12,Electronics,Xiaomi,17969.12,2.46,2693,,,,,
P0330,Nike Air Max,Fashion,Nike,133.61,4.11,4880,,,,,
P0331,HP Pavilion Laptop,Computers,HP,19376.72,3.81,1959,,,,,
P0332,Adidas Running Shoes,Fashion,Adidas,7726.28,4.83,4291,,,,,
P0333,iPhone 13,Electronics,Apple,6392.7,1.16,612,,,,,
P0334,HP Pavilion Laptop,Computers,HP,10870.25,4.03,2306,,,,,
P0335,Xiaomi Redmi Note 12,Electronics,Xiaomi,719.86,2.7,3585,,,,,
P0336,Nike Air Max,Fashion,Nike,11970.89,2.04,1682,,,,,
P0337,Samsung Galaxy A14,Electronics,Samsung,19211.38,1.84,981,,,,,
P0338,Xiaomi Redmi Note 12,Electronics,Xiaomi,17880.4,3.91,2780,,,,,
P0339,HP Pavilion Laptop,Computers,HP,1621.88,4.76,2400,,,,,
P0340,Smartwatch FitPro,Wearables,FitPro,3540.22,2.56,4071,,,,,
