OrderID,ProductId,Platform,City,Quantity,TotalAmount
ORD100218,P0219,Souq,Giza,3,29871.75
ORD100219,P0220,Amazon,Dubai,3,10120.68
ORD100220,P0221,Amazon,Riyadh,4,61301.32
ORD100221,P0222,Amazon,Alexandria,5,73160.45
ORD100222,P0223,Amazon,Giza,3,54994.53
ORD100223,P0224,Jumia,Casablanca,5,43057.4
ORD100224,P0225,Souq,Casablanca,5,45601.4
ORD100225,P0226,Jumia,Dubai,4,70954.76
ORD100226,P0227,Souq,Casablanca,1,6336.78
ORD100227,P0228,Jumia,Alexandria,3,52956.18
ORD100228,P0229,Jumia,Riyadh,4,36616
ORD100229,P0230,Souq,Giza,2,2817.88
ORD100230,P0231,Amazon,Dubai,1,5782.53
ORD100231,P0232,Jumia,Riyadh,2,34417.48
ORD100232,P0233,Jumia,Dubai,2,6697.66
ORD100233,P0234,Jumia,Riyadh,4,65393.68
ORD100234,P0235,Amazon,Riyadh,4,13534.04
ORD100235,P0236,Jumia,Cairo,2,15005.38
ORD100236,P0237,Amazon,Alexandria,5,46546.55
ORD100237,P0238,Souq,Riyadh,5,35937.75
ORD100238,P0239,Jumia,Giza,3,35988.51
ORD100239,P0240,Amazon,Cairo,2,24083.44
ORD100240,P0241,Souq,Giza,2,4454.68
ORD100241,P0242,Jumia,Giza,1,13692.53
ORD100242,P0243,Jumia,Cairo,2,4517.68
ORD100243,P0244,Amazon,Casablanca,5,3095.2
ORD100244,P0245,Jumia,Cairo,1,9249.34
ORD100245,P0246,Amazon,Giza,5,15256.7
ORD100246,P0247,Jumia,Dubai,1,8458.06
ORD100247,P0248,Souq,Casablanca,1,7200.36
ORD100248,P0249,Jumia,Cairo,2,19865.78
ORD100249,P0250,Amazon,Casablanca,1,19134.64
ORD100250,P0251,Amazon,Cairo,3,11845.59
ORD100251,P0252,Jumia,Cairo,5,54211.85
ORD100252,P0253,Amazon,Giza,4,19440.32
ORD100253,P0254,Amazon,Alexandria,3,11785.74
ORD100254,P0255,Jumia,Alexandria,5,52659.3
ORD100255,P0256,Souq,Riyadh,2,36468.72
ORD100256,P0257,Jumia,Alexandria,4,15200.68
ORD100257,P0258,Amazon,Alexandria,3,40227.39
ORD100258,P0259,Souq,Riyadh,5,45055.95
ORD100259,P0260,Jumia,Dubai,5,90474.55
ORD100260,P0261,Amazon,Riyadh,3,59769.48
ORD100261,P0262,Amazon,Cairo,1,17113.45
ORD100262,P0263,Jumia,Giza,5,71568.15
ORD100263,P0264,Jumia,Casablanca,3,44427.54
ORD100264,P0265,Jumia,Casablanca,1,18290.17
ORD100265,P0266,Amazon,Alexandria,3,46766.73
ORD100266,P0267,Jumia,Dubai,3,31520.7
ORD100267,P0268,Souq,Alexandria,2,21506.2
ORD100268,P0269,Souq,Giza,4,28952.08
ORD100269,P0270,Amazon,Casablanca,3,27802.56
ORD100270,P0271,Jumia,Alexandria,5,87607.4
ORD100271,P0272,Jumia,Alexandria,4,68095.04
ORD100272,P0273,Jumia,Casablanca,1,12853.49
ORD100273,P0274,Amazon,Giza,5,88303.85
ORD100274,P0275,Amazon,Riyadh,3,28822.35
ORD100275,P0276,Jumia,Riyadh,1,8661.86
ORD100276,P0277,Souq,Casablanca,1,113.55
ORD100277,P0278,Jumia,Cairo,3,2420.58
ORD100278,P0279,Jumia,Riyadh,3,11985.36
ORD100279,P0280,Jumia,Casablanca,1,12784.54
ORD100280,P0281,Jumia,Alexandria,2,19029.52
ORD100281,P0282,Jumia,Alexandria,3,7004.4
ORD100282,P0283,Amazon,Riyadh,5,10474.85
ORD100283,P0284,Amazon,Cairo,1,18524.83
ORD100284,P0285,Jumia,Riyadh,1,3214.88
ORD100285,P0286,Souq,Cairo,3,36788.22
ORD100286,P0287,Souq,Cairo,4,68702.24
ORD100287,P0288,Amazon,Cairo,4,15276.24
ORD100288,P0289,Jumia,Dubai,2,23659.22
ORD100289,P0290,Amazon,Giza,1,14598.17
ORD100290,P0291,Amazon,Casablanca,5,69752.05
ORD100291,P0292,Souq,Riyadh,5,84749.6
ORD100292,P0293,Jumia,Cairo,4,49070.44
ORD100293,P0294,Amazon,Giza,3,34623.06
ORD100294,P0295,Jumia,Riyadh,3,4420.5
ORD100295,P0296,Amazon,Casablanca,5,19151
ORD100296,P0297,Amazon,Dubai,2,21869.88
ORD100297,P0298,Souq,Riyadh,4,15805.24
ORD100298,P0299,Jumia,Alexandria,3,41384.28
ORD100299,P0300,Souq,Dubai,2,19583.34
ORD100300,P0301,Souq,Riyadh,1,18013.14
ORD100301,P0302,Jumia,Dubai,5,22057.85
ORD100302,P0303,Amazon,Cairo,3,35637.45
ORD100303,P0304,Jumia,Riyadh,1,10134.3
ORD100304,P0305,Souq,Giza,5,56595.8
ORD100305,P0306,Jumia,Riyadh,1,10554.4
ORD100306,P0307,Jumia,Alexandria,3,18811.59
ORD100307,P0308,Amazon,Giza,3,16340.19
ORD100308,P0309,Jumia,Casablanca,4,64048.04
ORD100309,P0310,Amazon,Casablanca,5,37242.25
ORD100310,P0311,Jumia,Giza,2,33819.42
ORD100311,P0312,Souq,Dubai,3,28225.98
ORD100312,P0313,Amazon,Alexandria,1,3529.62
ORD100313,P0314,Jumia,Cairo,2,26858.2
ORD100314,P0315,Jumia,Casablanca,1,4688.59
ORD100315,P0316,Jumia,Giza,2,20301.8
ORD100316,P0317,Amazon,Riyadh,4,15114.6
ORD100317,P0318,Jumia,Giza,1,19158.31
ORD100318,P0319,Amazon,Dubai,1,18693.85
ORD100319,P0320,Souq,Casablanca,4,29447.2
ORD100320,P0321,Jumia,Casablanca,1,8305.08
ORD100321,P0322,Jumia,Giza,4,45766.92
ORD100322,P0323,Amazon,Alexandria,5,51146.3
ORD100323,P0324,Amazon,Dubai,5,42004.35
ORD100324,P0325,Amazon,Giza,1,10137.11
ORD100325,P0326,Souq,Riyadh,4,38530.04
ORD100326,P0327,Amazon,Alexandria,4,8129.16
ORD100327,P0328,Souq,Cairo,5,47062.25
ORD100328,P0329,Jumia,Giza,5,89845.6
ORD100329,P0330,Amazon,Riyadh,4,534.44
ORD100330,P0331,Souq,Dubai,4,77506.88
ORD100331,P0332,Amazon,Alexandria,5,38631.4
ORD100332,P0333,Souq,Giza,3,19178.1
ORD100333,P0334,Amazon,Casablanca,1,10870.25
ORD100334,P0335,Souq,Giza,3,2159.58
ORD100335,P0336,Jumia,Casablanca,5,59854.45
ORD100336,P0337,Jumia,Giza,1,19211.38
ORD100337,P0338,Souq,Dubai,3,53641.2
ORD100338,P0339,Souq,Alexandria,2,3243.76
ORD100339,P0340,Souq,Cairo,2,7080.44
ORD100340,P0341,Jumia,Casablanca,5,9659.1
ORD100341,P0342,Amazon,Giza,3,42032.46
ORD100342,P0343,Souq,Giza,1,17861.4
ORD100343,P0344,Jumia,Riyadh,1,8788.27
ORD100344,P0345,Souq,Giza,5,61207
ORD100345,P0346,Souq,Riyadh,5,23794.35
ORD100346,P0347,Jumia,Dubai,5,64006.9
ORD100347,P0348,Jumia,Riyadh,4,24201.2
ORD100348,P0349,Amazon,Riyadh,3,15222.24
ORD100349,P0350,Amazon,Riyadh,5,1443.4
ORD100350,P0351,Souq,Casablanca,2,30004.86
ORD100351,P0352,Jumia,Alexandria,3,32661.84
ORD100352,P0353,Amazon,Giza,2,8470.14
ORD100353,P0354,Souq,Dubai,1,3578.64
ORD100354,P0355,Amazon,Dubai,1,16066.49
ORD100355,P0356,Jumia,Giza,2,29275.14
ORD100356,P0357,Jumia,Riyadh,2,23715.3
ORD100357,P0358,Jumia,Dubai,1,16708.48
ORD100358,P0359,Souq,Cairo,1,16846.13
ORD100359,P0360,Souq,Cairo,1,16702.13
ORD100360,P0361,Jumia,Giza,3,46309.95
ORD100361,P0362,Souq,Giza,1,2853.64
ORD100362,P0363,Souq,Cairo,4,2562.68
ORD100363,P0364,Jumia,Giza,2,37703.3
ORD100364,P0365,Souq,Dubai,5,15215.55
ORD100365,P0366,Jumia,Dubai,3,24071.88
ORD100366,P0367,Souq,Cairo,4,24903.28
ORD100367,P0368,Jumia,Cairo,3,19110.99
ORD100368,P0369,Jumia,Riyadh,3,30494.07
ORD100369,P0370,Souq,Casablanca,5,1127.3
ORD100370,P0371,Souq,Cairo,3,30495.36
ORD100371,P0372,Amazon,Cairo,1,6436.71
ORD100372,P0373,Amazon,Cairo,2,30953.1
ORD100373,P0374,Jumia,Cairo,2,21622.74
ORD100374,P0375,Souq,Dubai,5,59556.5
ORD100375,P0376,Amazon,Alexandria,2,18031.94
ORD100376,P0377,Souq,Riyadh,4,64264.92
ORD100377,P0378,Jumia,Casablanca,4,62292.88
ORD100378,P0379,Jumia,Cairo,3,40925.82
ORD100379,P0380,Souq,Giza,4,66619.64
ORD100380,P0381,Amazon,Cairo,4,47475.44
ORD100381,P0382,Souq,Alexandria,1,3831.68
ORD100382,P0383,Souq,Dubai,1,9957.56
ORD100383,P0384,Souq,Cairo,1,3286.82
ORD100384,P0385,Amazon,Casablanca,2,31487.94
ORD100385,P0386,Souq,Cairo,5,14488.45
ORD100386,P0387,Souq,Casablanca,4,13373.44
ORD100387,P0388,Jumia,Alexandria,1,10992.72
ORD100388,P0389,Souq,Riyadh,2,30267.78
ORD100389,P0390,Jumia,Alexandria,1,8409.42
ORD100390,P0391,Souq,Casablanca,3,46545.21
ORD100391,P0392,Jumia,Riyadh,2,27915.76
ORD100392,P0393,Jumia,Giza,1,7052.52
ORD100393,P0394,Jumia,Cairo,1,12575.83
ORD100394,P0395,Souq,Dubai,4,23813.4
ORD100395,P0396,Souq,Riyadh,2,38464.52
ORD100396,P0397,Jumia,Casablanca,4,13900.24
ORD100397,P0398,Souq,Giza,4,22724.2
ORD100398,P0399,Amazon,Riyadh,1,2477.75
ORD100399,P0400,Amazon,Cairo,4,48070.6
ORD100400,P0401,Jumia,Riyadh,2,33345.82
ORD100401,P0402,Amazon,Giza,5,15250.05
ORD100402,P0403,Souq,Casablanca,5,67168.8
ORD100403,P0404,Jumia,Casablanca,5,72789.4
ORD100404,P0405,Amazon,Dubai,4,52726.04
ORD100405,P0406,Amazon,Alexandria,3,1530.09
ORD100406,P0407,Souq,Dubai,2,36949.7
ORD100407,P0408,Jumia,Dubai,4,71954.48
ORD100408,P0409,Amazon,Cairo,5,83404.1
ORD100409,P0410,Souq,Riyadh,5,56017.45
ORD100410,P0411,Souq,Giza,3,59834.55
ORD100411,P0412,Amazon,Alexandria,2,28793.12
ORD100412,P0413,Amazon,Alexandria,4,26754.56
ORD100413,P0414,Jumia,Giza,4,16612.32
ORD100414,P0415,Souq,Alexandria,4,44351.92
ORD100415,P0416,Jumia,Alexandria,5,24540
ORD100416,P0417,Jumia,Cairo,5,46612.1
ORD100417,P0418,Amazon,Riyadh,4,36680.08
ORD100418,P0419,Souq,Alexandria,4,53845.4
ORD100419,P0420,Jumia,Riyadh,3,56590.71
ORD100420,P0421,Amazon,Casablanca,2,28487.18
ORD100421,P0422,Souq,Dubai,3,36431.52
ORD100422,P0423,Amazon,Casablanca,3,29793.3
ORD100423,P0424,Amazon,Dubai,1,10408.52
ORD100424,P0425,Jumia,Giza,4,52919.28
ORD100425,P0426,Amazon,Cairo,5,85484.75
ORD100426,P0427,Jumia,Cairo,1,3260.31
ORD100427,P0428,Jumia,Casablanca,4,75532.04
ORD100428,P0429,Jumia,Dubai,3,10717.29
ORD100429,P0430,Souq,Alexandria,5,19153.05
ORD100430,P0431,Souq,Casablanca,3,11405.55
ORD100431,P0432,Amazon,Casablanca,5,18859.7
ORD100432,P0433,Amazon,Riyadh,3,53096.76
ORD100433,P0434,Jumia,Giza,5,75938.45
ORD100434,P0435,Amazon,Riyadh,2,26917.4
ORD100435,P0436,Souq,Alexandria,4,9229.8
ORD100436,P0437,Jumia,Casablanca,4,14659.64
ORD100437,P0438,Jumia,Dubai,3,4359.63
ORD100438,P0439,Amazon,Riyadh,3,26993.52
ORD100439,P0440,Jumia,Riyadh,3,41480.4
ORD100440,P0441,Amazon,Alexandria,1,9502.33
ORD100441,P0442,Amazon,Alexandria,3,58914.84
ORD100442,P0443,Jumia,Alexandria,5,99868.15
ORD100443,P0444,Souq,Casablanca,5,59026.7
ORD100444,P0445,Jumia,Alexandria,3,49922.91
ORD100445,P0446,Souq,Dubai,3,12148.32
ORD100446,P0447,Jumia,Cairo,4,20840
ORD100447,P0448,Jumia,Riyadh,2,3704.9
ORD100448,P0449,Amazon,Cairo,4,43126.64
ORD100449,P0450,Souq,Riyadh,1,4042.91
ORD100450,P0451,Souq,Casablanca,5,11094.5
ORD100451,P0452,Jumia,Dubai,5,11268.75
ORD100452,P0453,Souq,Alexandria,1,19978.64
ORD100453,P0454,Souq,Dubai,4,43381.52
ORD100454,P0455,Jumia,Dubai,4,75969.08
ORD100455,P0456,Jumia,Cairo,1,8378.99
ORD100456,P0457,Souq,Casablanca,3,36812.58
ORD100457,P0458,Amazon,Riyadh,4,72712.04
ORD100458,P0459,Amazon,Alexandria,3,9524.67
ORD100459,P0460,Jumia,Riyadh,2,28401.72
ORD100460,P0461,Souq,Cairo,1,16422.82
ORD100461,P0462,Amazon,Casablanca,2,29131.68
ORD100462,P0463,Jumia,Dubai,2,12043.28
ORD100463,P0464,Souq,Casablanca,4,20108.24
ORD100464,P0465,Amazon,Casablanca,4,6699.2
ORD100465,P0466,Amazon,Dubai,2,21343.9
ORD100466,P0467,Jumia,Cairo,3,48556.35
ORD100467,P0468,Amazon,Cairo,5,1823.85
ORD100468,P0469,Souq,Alexandria,5,33321.85
ORD100469,P0470,Jumia,Cairo,1,11249.5
ORD100470,P0471,Souq,Giza,1,2431.37
ORD100471,P0472,Amazon,Alexandria,5,86730.4
ORD100472,P0473,Jumia,Giza,1,169.2
ORD100473,P0474,Souq,Cairo,3,3675.24
ORD100474,P0475,Amazon,Giza,5,56397.1
ORD100475,P0476,Souq,Giza,5,6628.1
ORD100476,P0477,Jumia,Dubai,1,11522.44
ORD100477,P0478,Amazon,Giza,3,34151.58
ORD100478,P0479,Souq,Giza,1,5124.09
ORD100479,P0480,Jumia,Dubai,2,18139
ORD100480,P0481,Jumia,Riyadh,3,44783.64
ORD100481,P0482,Jumia,Alexandria,4,11484.48
ORD100482,P0483,Jumia,Riyadh,2,38795.74
ORD100483,P0484,Amazon,Cairo,2,211.18
ORD100484,P0485,Amazon,Alexandria,4,48844.52
ORD100485,P0486,Souq,Riyadh,3,4606.71
ORD100486,P0487,Souq,Riyadh,2,4731.76
ORD100487,P0488,Souq,Casablanca,2,8756.04
ORD100488,P0489,Souq,Cairo,4,9247.04
ORD100489,P0490,Jumia,Casablanca,3,59857.23
ORD100490,P0491,Souq,Riyadh,1,2811.81
ORD100491,P0492,Jumia,Riyadh,4,57720.76
ORD100492,P0493,Jumia,Alexandria,4,75472
ORD100493,P0494,Jumia,Alexandria,4,14549.64
ORD100494,P0495,Amazon,Riyadh,4,58269.48
ORD100495,P0496,Jumia,Alexandria,4,11114.8
ORD100496,P0497,Souq,Cairo,2,25366.34
ORD100497,P0498,Souq,Riyadh,3,19733.25
ORD100498,P0499,Jumia,Riyadh,3,13817.76
ORD100499,P0500,Jumia,Cairo,2,12493.62
ORD100500,P0501,Amazon,Dubai,1,10260.59
ORD100501,P0502,Jumia,Riyadh,2,31878.84
ORD100502,P0503,Amazon,Alexandria,5,27560.05
ORD100503,P0504,Souq,Cairo,4,20168.76
ORD100504,P0505,Amazon,Casablanca,5,26168.7
ORD100505,P0506,Jumia,Alexandria,2,28729.96
ORD100506,P0507,Jumia,Alexandria,5,641.05
ORD100507,P0508,Souq,Giza,1,1458.76
ORD100508,P0509,Jumia,Cairo,2,32688.7
ORD100509,P0510,Jumia,Giza,3,7247.88
ORD100510,P0511,Amazon,Dubai,2,34879.6
ORD100511,P0512,Amazon,Cairo,3,49945.8
ORD100512,P0513,Jumia,Giza,2,28994.76
ORD100513,P0514,Souq,Dubai,4,3916.6
ORD100514,P0515,Amazon,Cairo,4,55364.84
ORD100515,P0516,Jumia,Alexandria,3,42185.25
ORD100516,P0517,Jumia,Giza,5,23284.4
ORD100517,P0518,Amazon,Casablanca,5,37665
